rating,major,title,image_urls,link,images,rating_nums
7.9,"
      
          导演: 石井康晴 / 片山修 / 山室大辅 
            
          主演: 井上真央 / 松本润 / 小栗旬
            
          类型: 剧情 / 爱情
            
          制片国家/地区: 日本
            
          年份: 2007
    ","
        花样男子2 花より男子2（リターンズ）
      ",,http://movie.douban.com/subject/1937077/,,
8.2,"
      
          导演: 金子文纪
            
          主演: 二宫和也 / 锦户亮 / 户田惠梨香
            
          类型: 剧情
            
          制片国家/地区: 日本
            
          年份: 2008
    ","
        流星之绊 流星の絆
      ",,http://movie.douban.com/subject/3268241/,,
8.4,"
      
          导演: 橋本一 / 波多野貴文
            
          主演: 小栗旬 / 青木崇高 / 波瑠
            
          类型: 剧情 / 动作
            
          制片国家/地区: 日本
            
          年份: 2014
    ","
        BORDER
      ",,http://movie.douban.com/subject/25823110/,,
8.7,"
      
          导演: 木村隆文 / 小林大児 / 福岡利武 / 盆子原誠
            
          主演: 杏 / 东出昌大 / 原田泰造
            
          类型: 剧情
            
          制片国家/地区: 日本
            
          年份: 2013
    ","
        多谢款待 ごちそうさん
      ",,http://movie.douban.com/subject/20379432/,,
8.0,"
      
          导演: 平野俊一 
            
          主演: 三浦春马 / 吉濑美智子 / 片濑那奈
            
          类型: 剧情
            
          制片国家/地区: 日本
            
          年份: 2008
    ","
        血色星期一 ブラッディ・マンデイ
      ",,http://movie.douban.com/subject/3259416/,,
7.9,"
      
          导演: 石井康晴 / 山室大辅  / 片山修
            
          主演: 井上真央 / 松本润 / 小栗旬
            
          类型: 喜剧 / 爱情
            
          制片国家/地区: 日本
            
          年份: 2005
    ","
        花样男子 花より男子
      ",,http://movie.douban.com/subject/1465668/,,
9.1,"
      
          导演: 武内英树 / 川村泰佑
            
          主演: 上野树里 / 玉木宏 / 瑛太
            
          类型: 喜剧 / 剧情 / 爱情
            
          制片国家/地区: 日本
            
          年份: 2006
    ","
        交响情人梦 のだめカンタービレ
      ",,http://movie.douban.com/subject/1997685/,,
8.1,"
      
          导演: 葉山浩樹 / 城宝秀則
            
          主演: 三浦春马 / 多部未华子 / 斋藤工
            
          类型: 剧情
            
          制片国家/地区: 日本
            
          年份: 2014
    ","
        我存在的时间 僕のいた時間
      ",,http://movie.douban.com/subject/25767614/,,
7.8,"
      
          导演: 石井祐介
            
          主演: 香里奈 / 吉高由里子 / 大岛优子
            
          类型: 剧情 / 爱情
            
          制片国家/地区: 日本
            
          年份: 2011
    ","
        我无法恋爱的理由 私が恋愛できない理由
      ",,http://movie.douban.com/subject/6808702/,,
9.3,"
      
          导演: 宮本理江子 / 加藤裕将
            
          主演: 小泉今日子 / 中井贵一 / 坂口宪二
            
          类型: 剧情 / 喜剧 / 爱情
            
          制片国家/地区: 日本
            
          年份: 2014
    ","
        续倒数第二次恋爱 続・最後から二番目の恋
      ",,http://movie.douban.com/subject/25831331/,,
8.4,"
      
          导演: 森田光则
            
          主演: 柏原崇 / 佐藤蓝子 / 内藤刚志
            
          类型: 喜剧 / 爱情
            
          制片国家/地区: 日本
            
          年份: 1996
    ","
        一吻定情 イタズラなKiss
      ",,http://movie.douban.com/subject/2148799/,,
8.9,"
      
          导演: 村上正典
            
          主演: 泽尻英龙华 / 锦户亮 / 药师丸博子
            
          类型: 剧情 / 爱情
            
          制片国家/地区: 日本
            
          年份: 2005
    ","
        1公升的泪 1リットルの涙
      ",,http://movie.douban.com/subject/1436900/,,
9.1,"
      
          导演: 金子文纪 / 片山修 / 坪井敏雄 
            
          主演: 长濑智也 / 冈田准一 / 西田敏行
            
          类型: 剧情 / 喜剧
            
          制片国家/地区: 日本
            
          年份: 2005
    ","
        虎与龙 タイガー&ドラゴン
      ",,http://movie.douban.com/subject/2173112/,,
8.8,"
      
          导演: 大塚恭司 / 岩本仁志  / 渡部智明
            
          主演: 天海祐希 / 羽田美智子 / 原沙知绘
            
          类型: 剧情
            
          制片国家/地区: 日本
            
          年份: 2005
    ","
        女王的教室 女王の教室
      ",,http://movie.douban.com/subject/1465654/,,
8.3,"
      
          导演: 松山博昭 / 大木綾子
            
          主演: 户田惠梨香 / 松田翔太 / 吉濑美智子
            
          类型: 剧情 / 悬疑 / 犯罪
            
          制片国家/地区: 日本
            
          年份: 2007
    ","
        诈欺游戏 ライアーゲーム
      ",,http://movie.douban.com/subject/2018076/,,
8.4,"
      
          导演: 永田琴 / 阿部雅和 / 川野浩司
            
          主演: 未来穂香 / 古川雄辉 / 山田裕贵
            
          类型: 剧情 / 喜剧 / 爱情
            
          制片国家/地区: 日本
            
          年份: 2013
    ","
        一吻定情 イタズラなKiss～Love in TOKYO
      ",,http://movie.douban.com/subject/21339675/,,
8.5,"
      
          导演: 大根仁
            
          主演: 小田切让 / 石桥莲司 / 小泉麻耶
            
          类型: 剧情 / 悬疑
            
          制片国家/地区: 日本
            
          年份: 2014
    ","
        大川端侦探社 リバースエッジ 大川端探偵社
      ",,http://movie.douban.com/subject/25804453/,,
7.9,"
      
          导演: 福泽克雄 / 平川雄一朗 / 山室大辅 
            
          主演: 木村拓哉 / 绫濑遥 / 水岛宏
            
          类型: 剧情
            
          制片国家/地区: 日本
            
          年份: 2009
    ","
        脑神探 MR. BRAIN
      ",,http://movie.douban.com/subject/3730636/,,
9.1,"
      
          导演: 福澤克雄 / 棚澤孝義
            
          主演: 堺雅人 / 上户彩 / 香川照之
            
          类型: 剧情
            
          制片国家/地区: 日本
            
          年份: 2013
    ","
        半泽直树 半沢直樹
      ",,http://movie.douban.com/subject/24697949/,,
8.7,"
      
          导演: 猪股隆一 / 長沼誠 / 鈴木勇馬
            
          主演: 芦田爱菜 / 铃木梨央 / 渡边木实
            
          类型: 剧情
            
          制片国家/地区: 日本
            
          年份: 2014
    ","
        明天，妈妈不在 明日、ママがいない
      ",,http://movie.douban.com/subject/25780651/,,
8.1,"
      
          导演: 西浦正记  / 田中亮
            
          主演: 小栗旬 / 石原里美 / 相武纱季
            
          类型: 剧情 / 喜剧 / 爱情
            
          制片国家/地区: 日本
            
          年份: 2012
    ","
        有钱男与贫穷女 リッチマン、プアウーマン
      ",,http://movie.douban.com/subject/10756863/,,
7.8,"
      
          导演: 三岛有纪子
            
          主演: 相武纱季 / 小泽征悦 / 中村友理
            
          类型: 悬疑
            
          制片国家/地区: 日本
            
          年份: 2015
    ","
        玻璃芦苇 硝子の葦
      ",,http://movie.douban.com/subject/26281391/,,
7.6,"
      
          导演: 土方政人 / 佐藤源太 / 北川学
            
          主演: 速水重道 / 相武纱季 / 水岛宏
            
          类型: 剧情 / 喜剧 / 奇幻
            
          制片国家/地区: 日本
            
          年份: 2008
    ","
        绝对男友 絶対彼氏〜完全無欠の恋人ロボット〜
      ",,http://movie.douban.com/subject/3011224/,,
8.9,"
      
          导演: 武内英树
            
          主演: 上野树里 / 玉木宏 / 瑛太
            
          类型: 剧情
            
          制片国家/地区: 日本
            
          年份: 2008
    ","
        交响情人梦之欧洲特别篇 のだめカンタービレ in ヨーロッパ
      ",,http://movie.douban.com/subject/3006302/,,
8.4,"
      
          导演: 中岛悟 / 阿部雄一 
            
          主演: 志田未来 / 山田优 / 本乡奏多
            
          类型: 剧情
            
          制片国家/地区: 日本
            
          年份: 2008
    ","
        正义的伙伴 正義の味方
      ",,http://movie.douban.com/subject/3197491/,,
8.5,"
      
          导演: 成田岳 / 加藤裕将
            
          主演: 山下智久 / 长泽雅美 / 荣仓奈奈
            
          类型: 剧情
            
          制片国家/地区: 日本
            
          年份: 2008
    ","
        求婚大作战特别篇 プロポーズ大作戦スペシャル
      ",,http://movie.douban.com/subject/3168993/,,
8.5,"
      
          导演: 河野圭太
            
          主演: 二宫和也 / 香里奈 / 井川遥
            
          类型: 剧情 / 家庭
            
          制片国家/地区: 日本
            
          年份: 2010
    ","
        打工仔的梦想房 フリーター、家を買う。
      ",,http://movie.douban.com/subject/4944035/,,
